objectid,filename,title,claim,claim number,claim type,creator,date,description,subject,location,county,district,latitude,longitude,township,range,section,source,identifier,type,format,language,associated names,rightsstatement,,,,
holladay001,Holladay.jpg,Holladay Folder Contents,Holladay,,Placer,,,Folder Content Sheets,Contents; Holladay,Holladay,Jefferson,Lowland,46.244,-112.4203,06N,07W,25,,,Image;StillImage,image/jpeg,eng,At Junction Of Lowland Creek & North Boulder Creek Join,,,,,
holmes gulch placer001,Holmes Gulch Placer.jpg,Holmes Gulch Placer Folder Contents,Holmes Gulch Placer,,Placer,,,Folder Content Sheets,Contents; Holmes Gulch Placer,Holmes Gulch Placer,Jefferson,Montana City,46.55499,-111.955,09N,03W,18,,,Image;StillImage,image/jpeg,eng,"Near Big Indian, Yellow Jacket Mines",,,,,
home stake001,Home Stake.jpg,Home Stake Folder Contents,Home Stake,6086,Lode,,,Folder Content Sheets,Contents; Home Stake,Home Stake,Jefferson,Basin,46.244,-112.2537,06N,05W,29,,,Image;StillImage,image/jpeg,eng,Adjoins Silver Smith,,,,,
homestake creek001,Homestake Creek.jpg,Homestake Creek Folder Contents,Homestake Creek,,Placer,,,Folder Content Sheets,Contents; Homestake Creek,Homestake Creek,Jefferson,Whitehall,45.9407,-112.3992,02N,06W,7,,,Image;StillImage,image/jpeg,eng,Homestake Creek,,,,,
hope001,Hope.jpg,Hope Folder Contents,Hope,,Lode,,,Folder Content Sheets,Contents; Hope,Hope,Jefferson,Boulder,46.15611,-112.276,05N,05W,21,,,Image;StillImage,image/jpeg,eng,In Moose Creek,,,,,
hope001,Hope.jpg,Hope Folder Contents,Hope,,Lode,,,Folder Content Sheets,Contents; Hope,Hope,Jefferson,Colorado,46.31472,-112.15,07N,04W,31,,,Image;StillImage,image/jpeg,eng,In Moose Creek,,,,,
hope & bullion001,Hope & Bullion.jpg,Hope & Bullion Folder Contents,Hope & Bullion,3714,Lode,,,Folder Content Sheets,Contents; Hope & Bullion,Hope & Bullion,Jefferson,Basin,46.3075,-112.159444,06N,04W,6,,,Image;StillImage,image/jpeg,eng,A/K/A Ben Buttler; Near Comet Mine,,,,,
hope placer001,Hope Placer.jpg,Hope Placer Folder Contents,Hope Placer,4767,Placer,,,Folder Content Sheets,Contents; Hope Placer,Hope Placer,Jefferson,Basin,46.27256,-112.25669,06N,05W,17,,,Image;StillImage,image/jpeg,eng,,,,,,
hopeful001,Hopeful.jpg,Hopeful Folder Contents,Hopeful,1465,Lode,,,Folder Content Sheets,Contents; Hopeful,Hopeful,Jefferson,Basin,46.27274,-112.27663,06N,05W,18,,,Image;StillImage,image/jpeg,eng,,,,,,
horseshoe001,Horseshoe.jpg,Horseshoe Folder Contents,Horseshoe,,Lode,,,Folder Content Sheets,Contents; Horseshoe,Horseshoe,Jefferson,Colorado,46.3875,-112.089722,07N,04W,3,,,Image;StillImage,image/jpeg,eng,West Of Corbin,,,,,
hudson001,Hudson.jpg,Hudson Folder Contents,Hudson,,Lode,,,Folder Content Sheets,Contents; Hudson,Hudson,Jefferson,Whitehall,45.91944,-112.031,02N,03W,18,,,Image;StillImage,image/jpeg,eng,Mouth Of St. Paul Gulch,,,,,
humbolt001,Humbolt.jpg,Humbolt Folder Contents,Humbolt,,Lode,,,Folder Content Sheets,Contents; Humbolt,Humbolt,Jefferson,Homestake,46.04166,-112.561,03N,06W,9,,,Image;StillImage,image/jpeg,eng,Humbolt,,,,,
huot001,Huot.jpg,Huot Folder Contents,Huot,10196,Lode,,,Folder Content Sheets,Contents; Huot,Huot,Jefferson,Basin,46.30162,-112.27636,06N,05W,6,,,Image;StillImage,image/jpeg,eng,,,,,,
ida001,Ida.jpg,Ida Folder Contents,Ida,2949,Lode,,,Folder Content Sheets,Contents; Ida,Ida,Jefferson,Elkhorn,46.08683,-111.83632,04N,02W,22,,,Image;StillImage,image/jpeg,eng,Ida,,,,,
ida m.001,Ida M..jpg,Ida M. Folder Contents,Ida M.,2243,Lode,,,Folder Content Sheets,Contents; Ida M.,Ida M.,Jefferson,Colorado,46.32972,-112.212,07N,05W,27,,,Image;StillImage,image/jpeg,eng,Nw Of Comet,,,,,
ida may001,Ida May.jpg,Ida May Folder Contents,Ida May,,Lode,,,Folder Content Sheets,Contents; Ida May,Ida May,Jefferson,Basin,46.418889,-112.229444,08N,05W,28,,,Image;StillImage,image/jpeg,eng,A/K/A Corbett; On Banner Creek Road,,,,,
infinite group001,Infinite Group.jpg,Infinite Group Folder Contents,Infinite Group,,Lode,,,Folder Content Sheets,Contents; Infinite Group,Infinite Group,Jefferson,Lowland,46.275833,-112.446667,06N,07W,11,,,Image;StillImage,image/jpeg,eng,Infinite Group,,,,,
ing001,Ing.jpg,Ing Folder Contents,Ing,,Lode,,,Folder Content Sheets,Contents; Ing,Ing,Jefferson,Whitetail,46.101,-112.1908,04N,05W,14,,,Image;StillImage,image/jpeg,eng,Includes Gray Rose Lode; 14 Mi. Sw Of Boulder,,,,,
inspiration001,Inspiration.jpg,Inspiration Folder Contents,Inspiration,,Lode,,,Folder Content Sheets,Contents; Inspiration,Inspiration,Jefferson,Whitehall,45.913611,-112.031667,02N,03W,19,,,Image;StillImage,image/jpeg,eng,"A/K/A President'S Group, King Solomon Group, Haynes; Includes W. Wilson, A. Lincoln, G. Washington, Forty-Niner",,,,,
iron mine001,Iron Mine.jpg,Iron Mine Folder Contents,Iron Mine,,Lode,,,Folder Content Sheets,Contents; Iron Mine,Iron Mine,Jefferson,Boulder,46.17249,-111.794,05N,02W,24,,,Image;StillImage,image/jpeg,eng,Iron Mine,,,,,
iron mountain001,Iron Mountain.jpg,Iron Mountain Folder Contents,Iron Mountain,,Lode,,,Folder Content Sheets,Contents; Iron Mountain,Iron Mountain,Jefferson,Boulder,46.3025,-112.369,06N,06W,5,,,Image;StillImage,image/jpeg,eng,"See Elkhorn Peak; A/K/A Iron Fox, Great Western; Calvin; Fox Mountain",,,,,
iron side001,Iron Side.jpg,Iron Side Folder Contents,Iron Side,,Lode,,,Folder Content Sheets,Contents; Iron Side,Iron Side,Jefferson,Mcclellan Creek,46.44611,-111.861,08N,02W,16,,,Image;StillImage,image/jpeg,eng,Iron Side,,,,,
j & f #1001,J & F #1.jpg,J & F #1 Folder Contents,J & F #1,,Lode,,,Folder Content Sheets,Contents; J & F #1,J & F #1,Jefferson,Elkhorn,46.107778,-111.836667,05N,02W,15,,,Image;StillImage,image/jpeg,eng,"A/K/A Valley View, Silver Hill",,,,,
jack001,Jack.jpg,Jack Folder Contents,Jack,,Lode,,,Folder Content Sheets,Contents; Jack,Jack,Jefferson,Whitetail,46.070278,-112.213333,04N,05W,26,,,Image;StillImage,image/jpeg,eng,Includes 'Mountain Queen' Mine,,,,,
jack benny001,Jack Benny.jpg,Jack Benny Folder Contents,Jack Benny,,Lode,,,Folder Content Sheets,Contents; Jack Benny,Jack Benny,Jefferson,N/A,,,,,,,,Image;StillImage,image/jpeg,eng,Jack Benny,,,,,
jack smith lode001,Jack Smith Lode.jpg,Jack Smith Lode Folder Contents,Jack Smith Lode,1464,Lode,,,Folder Content Sheets,Contents; Jack Smith Lode,Jack Smith Lode,Jefferson,Cataract,46.28663,-112.25324,06N,05W,8,,,Image;StillImage,image/jpeg,eng,,,,,,
james r. keene001,James R. Keene.jpg,James R. Keene Folder Contents,James R. Keene,1890,Lode,,,Folder Content Sheets,Contents; James R. Keene,James R. Keene,Jefferson,Elkhorn,46.28014,-111.94323,06N,03W,11,,,Image;StillImage,image/jpeg,eng,James R. Keene,,,,,
jefferson - general001,JeffersonGeneral.jpg,Jefferson - General Folder Contents,Jefferson - General,,Lode,,,Folder Content Sheets,Contents; Jefferson - General,Jefferson - General,Jefferson,Various,,,,,,,,Image;StillImage,image/jpeg,eng,Miscellaneous Information,,,,,
jefferson county - lul001,JeffersonCountyLul.jpg,Jefferson County - Lul Folder Contents,Jefferson County - Lul,,Lode,,,Folder Content Sheets,Contents; Jefferson County - Lul,Jefferson County - Lul,Jefferson,N/A,46.54,-111.863,09N,02W,16,,,Image;StillImage,image/jpeg,eng,A/K/A Economy Project,,,,,
jennie s. placer001,Jennie S. Placer.jpg,Jennie S. Placer Folder Contents,Jennie S. Placer,,Lode,,,Folder Content Sheets,Contents; Jennie S. Placer,Jennie S. Placer,Jefferson,Boulder,46.2008,-112.1286,05N,04W,5,,,Image;StillImage,image/jpeg,eng,Old Chinese Diggings,,,,,
jerry banks001,Jerry Banks.jpg,Jerry Banks Folder Contents,Jerry Banks,,Lode,,,Folder Content Sheets,Contents; Jerry Banks,Jerry Banks,Jefferson,Whitetail,45.8678,-112.3575,01N,06W,4,,,Image;StillImage,image/jpeg,eng,Jerry Banks,,,,,
jersey lily & m.s.001,Jersey Lily & M.S..jpg,Jersey Lily & M.S. Folder Contents,Jersey Lily & M.S.,1425,Lode,,,Folder Content Sheets,Contents; Jersey Lily & M.S.,Jersey Lily & M.S.,Jefferson,Boulder,46.2873,-112.1495,06N,04W,7,,,Image;StillImage,image/jpeg,eng,,,,,,
jib001,Jib.jpg,Jib Folder Contents,Jib,1665,Lode,,,Folder Content Sheets,Contents; Jib,Jib,Jefferson,Basin,46.27047,-112.27687,06N,05W,18,,,Image;StillImage,image/jpeg,eng,"A/K/A Jib-Hope-Katie Group; Includes Lotta, Bonanza Jack, Katie Extension",,,,,
joe toole placer001,Joe Toole Placer.jpg,Joe Toole Placer Folder Contents,Joe Toole Placer,4309,Placer,,,Folder Content Sheets,Contents; Joe Toole Placer,Joe Toole Placer,Jefferson,Unorganized,46.27256,-112.25669,06N,05W,17,,,Image;StillImage,image/jpeg,eng,,,,,,
johanna001,Johanna.jpg,Johanna Folder Contents,Johanna,6347,Lode,,,Folder Content Sheets,Contents; Johanna,Johanna,Jefferson,Pipestone,46.0104,-112.4363,03N,07W,14,,,Image;StillImage,image/jpeg,eng,"Adjoins Contra Costa, Baltimore, Thelmer Depauli, Mont D'Or Lodes",,,,,
josephine001,Josephine.jpg,Josephine Folder Contents,Josephine,2142,Lode,,,Folder Content Sheets,Contents; Josephine,Josephine,Jefferson,Basin,46.41611,-112.312,08N,06W,26,,,Image;StillImage,image/jpeg,eng,"A/K/A 7 Consolidated Gold Mines, Inc.",,,,,
jumbo001,Jumbo.jpg,Jumbo Folder Contents,Jumbo,8533,Lode,,,Folder Content Sheets,Contents; Jumbo,Jumbo,Jefferson,Basin,46.3406,-112.2233,07N,04W,22,,,Image;StillImage,image/jpeg,eng,On Road 3/4 Mi. Se Of Eva May Mine,,,,,
june bug001,June Bug.jpg,June Bug Folder Contents,June Bug,8907,Lode,,,Folder Content Sheets,Contents; June Bug,June Bug,Jefferson,Unorganized,46.3594,-112.087,07N,04W,10,,,Image;StillImage,image/jpeg,eng,,,,,,
jupitor001,Jupitor.jpg,Jupitor Folder Contents,Jupitor,,Lode,,,Folder Content Sheets,Contents; Jupitor,Jupitor,Jefferson,Little Pipestone,45.88139,-112.293,02N,06W,36,,,Image;StillImage,image/jpeg,eng,Jupitor,,,,,
kady gulch001,Kady Gulch.jpg,Kady Gulch Folder Contents,Kady Gulch,,Lode,,,Folder Content Sheets,Contents; Kady Gulch,Kady Gulch,Jefferson,Colorado,46.386944,-112.171389,07N,05W,1,,,Image;StillImage,image/jpeg,eng,"A/K/A May & Little Sallie Mine; Includes Ok Bazaar, Magnet, Colusa, M.D. A.B., Manganese, Norwalk Claims",,,,,
katie001,Katie.jpg,Katie Folder Contents,Katie,,Lode,,,Folder Content Sheets,Contents; Katie,Katie,Jefferson,Alhambra,46.44926,-111.88047,08N,02W,17,,,Image;StillImage,image/jpeg,eng,Near Blue Grouse Creek,,,,,
katie o'brien001,Katie O'Brien.jpg,Katie O'Brien Folder Contents,Katie O'Brien,1855,Lode,,,Folder Content Sheets,Contents; Katie O'Brien,Katie O'Brien,Jefferson,Homestake,45.999,-112.3367,03N,06W,,,,Image;StillImage,image/jpeg,eng,,,,,,
katiedid001,Katiedid.jpg,Katiedid Folder Contents,Katiedid,,Lode,,,Folder Content Sheets,Contents; Katiedid,Katiedid,Jefferson,Elkhorn,46.15833,-111.819,05N,02W,26,,,Image;StillImage,image/jpeg,eng,In Devil'S Fence Quad,,,,,
kennedy001,Kennedy.jpg,Kennedy Folder Contents,Kennedy,,Lode,,,Folder Content Sheets,Contents; Kennedy,Kennedy,Jefferson,Clancy,46.44333,-111.966,08N,03W,15,,,Image;StillImage,image/jpeg,eng,Kennedy,,,,,
keystone001,Keystone.jpg,Keystone Folder Contents,Keystone,3634,Lode,,,Folder Content Sheets,Contents; Keystone,Keystone,Jefferson,Colorado,46.37128,-112.11283,07N,04W,9,,,Image;StillImage,image/jpeg,eng,,,,,,
king001,King.jpg,King Folder Contents,King,,Lode,,,Folder Content Sheets,Contents; King,King,Jefferson,Elkhorn,46.4314,-111.9411,08N,03W,23,,,Image;StillImage,image/jpeg,eng,"Includes Ruth, Queen, Harriet Lodes; 2 Mi. So. Of Elkhorn",,,,,
king cole001,King Cole.jpg,King Cole Folder Contents,King Cole,7567,Lode,,,Folder Content Sheets,Contents; King Cole,King Cole,Jefferson,Basin,46.295,-112.193889,07N,05W,2,,,Image;StillImage,image/jpeg,eng,A/K/A Coulder California; Across From High Ore Mine,,,,,
king solomon001,King Solomon.jpg,King Solomon Folder Contents,King Solomon,,Lode,,,Folder Content Sheets,Contents; King Solomon,King Solomon,Jefferson,Clancy,46.4675,-112.031,08N,03W,6,,,Image;StillImage,image/jpeg,eng,Forty Niner Group,,,,,
kit carson001,Kit Carson.jpg,Kit Carson Folder Contents,Kit Carson,1462,Lode,,,Folder Content Sheets,Contents; Kit Carson,Kit Carson,Jefferson,Lowland,46.20212,-112.45159,05N,07W,11,,,Image;StillImage,image/jpeg,eng,A/K/A Autumn Placer; Near Ruby Mine,,,,,
klondyke001,Klondyke.jpg,Klondyke Folder Contents,Klondyke,8376,Lode,,,Folder Content Sheets,Contents; Klondyke,Klondyke,Jefferson,Basin,46.3389,-112.2481,07N,05W,20,,,Image;StillImage,image/jpeg,eng,"Up Uncle Sam Creek Road, Sw Of Eva May Mine, North Of Elkhorn",,,,,
klondyke001,Klondyke.jpg,Klondyke Folder Contents,Klondyke,10252,Lode,,,Folder Content Sheets,Contents; Klondyke,Klondyke,Jefferson,Elkhorn,46.28603,-111.94374,06N,03W,11,,,Image;StillImage,image/jpeg,eng,"Up Uncle Sam Creek Road, Sw Of Eva May Mine, North Of Elkhorn",,,,,
knobhill001,Knobhill.jpg,Knobhill Folder Contents,Knobhill,,Lode,,,Folder Content Sheets,Contents; Knobhill,Knobhill,Jefferson,Clancy,,,,,,,,Image;StillImage,image/jpeg,eng,Knobhill,,,,,
knowles001,Knowles.jpg,Knowles Folder Contents,Knowles,9712,Lode,,,Folder Content Sheets,Contents; Knowles,Knowles,Jefferson,Unorganized,46.27735,-112.19582,06N,05W,14,,,Image;StillImage,image/jpeg,eng,,,,,,
kodiak quartz001,Kodiak Quartz.jpg,Kodiak Quartz Folder Contents,Kodiak Quartz,,Lode,,,Folder Content Sheets,Contents; Kodiak Quartz,Kodiak Quartz,Jefferson,N/A,46.3738,-112.0036,07N,03W,8,,,Image;StillImage,image/jpeg,eng,Kodiak Quartz,,,,,
kyler silica001,Kyler Silica.jpg,Kyler Silica Folder Contents,Kyler Silica,,Lode,,,Folder Content Sheets,Contents; Kyler Silica,Kyler Silica,Jefferson,Alhambra,46.356944,-112.049444,07N,04W,13,,,Image;StillImage,image/jpeg,eng,Kyler Silica,,,,,
l and c manganese001,L And C Manganese.jpg,L And C Manganese Folder Contents,L And C Manganese,,Lode,,,Folder Content Sheets,Contents; L And C Manganese,L And C Manganese,Jefferson,Amazon,46.3738,-112.087,07N,04W,10,,,Image;StillImage,image/jpeg,eng,L And C Manganese,,,,,
l.m.001,L.M..jpg,L.M. Folder Contents,L.M.,,Lode,,,Folder Content Sheets,Contents; L.M.,L.M.,Jefferson,N/A,,,,,,,,Image;StillImage,image/jpeg,eng,L.M.,,,,,
lace claims001,Lace Claims.jpg,Lace Claims Folder Contents,Lace Claims,,Lode,,,Folder Content Sheets,Contents; Lace Claims,Lace Claims,Jefferson,Lowland,46.210664,-112.43028,05N,07W,1,,,Image;StillImage,image/jpeg,eng,Orvana Reconnaissance,,,,,
lady leith001,Lady Leith.jpg,Lady Leith Folder Contents,Lady Leith,3327,Lode,,,Folder Content Sheets,Contents; Lady Leith,Lady Leith,Jefferson,Basin,46.3919,-112.2761,07N,05W,6,,,Image;StillImage,image/jpeg,eng,Adjoins Katie Leith On West Flank Of Three Brothers Mtns,,,,,
laeber001,Laeber.jpg,Laeber Folder Contents,Laeber,,Lode,,,Folder Content Sheets,Contents; Laeber,Laeber,Jefferson,Lump Gulch,46.4458,-112.212,08N,05W,15,,,Image;StillImage,image/jpeg,eng,Laeber,,,,,
lahey001,Lahey.jpg,Lahey Folder Contents,Lahey,,Lode,,,Folder Content Sheets,Contents; Lahey,Lahey,Jefferson,Clancy,46.41472,-112.07,08N,04W,26,,,Image;StillImage,image/jpeg,eng,Lahey,,,,,
lahood gypsum deposit001,Lahood Gypsum Deposit.jpg,Lahood Gypsum Deposit Folder Contents,Lahood Gypsum Deposit,,Lode,,,Folder Content Sheets,Contents; Lahood Gypsum Deposit,Lahood Gypsum Deposit,Jefferson,N/A,45.8241,111.8156,01N,02W,23,,,Image;StillImage,image/jpeg,eng,Lahood Gypsum Deposit,,,,,
last chance001,Last Chance.jpg,Last Chance Folder Contents,Last Chance,10640,Lode,,,Folder Content Sheets,Contents; Last Chance,Last Chance,Jefferson,Colorado,46.37242,-112.10718,07N,04W,9,,,Image;StillImage,image/jpeg,eng,"Adjoins Highland & North Alta, Sure Thing, Near Meadow Mine",,,,,
last chance001,Last Chance.jpg,Last Chance Folder Contents,Last Chance,,Lode,,,Folder Content Sheets,Contents; Last Chance,Last Chance,Jefferson,Clancy,46.2873,-111.8161,06N,02W,11,,,Image;StillImage,image/jpeg,eng,"Adjoins Highland & North Alta, Sure Thing, Near Meadow Mine",,,,,
last chance001,Last Chance.jpg,Last Chance Folder Contents,Last Chance,,Lode,,,Folder Content Sheets,Contents; Last Chance,Last Chance,Jefferson,Montana City,46.5225,-111.839,09N,02W,22,,,Image;StillImage,image/jpeg,eng,"Adjoins Highland & North Alta, Sure Thing, Near Meadow Mine",,,,,
last chance001,Last Chance.jpg,Last Chance Folder Contents,Last Chance,10640,Lode,,,Folder Content Sheets,Contents; Last Chance,Last Chance,Jefferson,Big Foot,46.37242,-112.10718,07N,04W,9,,,Image;StillImage,image/jpeg,eng,"Adjoins Highland & North Alta, Sure Thing, Near Meadow Mine",,,,,
leadville001,Leadville.jpg,Leadville Folder Contents,Leadville,,Lode,,,Folder Content Sheets,Contents; Leadville,Leadville,Jefferson,Lowland,46.314722,-112.542222,07N,08W,36,,,Image;StillImage,image/jpeg,eng,"E. Side Of Continental Divide 12 Mi. N, Nw Of Bernice",,,,,
leamy no. 1001,Leamy No. 1.jpg,Leamy No. 1 Folder Contents,Leamy No. 1,8444,Lode,,,Folder Content Sheets,Contents; Leamy No. 1,Leamy No. 1,Jefferson,Colorado,46.36544,-112.11389,07N,04W,9,,,Image;StillImage,image/jpeg,eng,,,,,,
legal tender001,Legal Tender.jpg,Legal Tender Folder Contents,Legal Tender,58A,Lode,,,Folder Content Sheets,Contents; Legal Tender,Legal Tender,Jefferson,Clancy,46.46555,-111.976,08N,03W,10,,,Image;StillImage,image/jpeg,eng,1/2 Mi. East Of Clancy,,,,,
leggatt company placer001,Leggatt Company Placer.jpg,Leggatt Company Placer Folder Contents,Leggatt Company Placer,1899,Placer,,,Folder Content Sheets,Contents; Leggatt Company Placer,Leggatt Company Placer,Jefferson,Homestake,45.9540933,-112.3647331,03N,06W,4,,,Image;StillImage,image/jpeg,eng,,,,,,
leroy001,Leroy.jpg,Leroy Folder Contents,Leroy,18503,Lode,,,Folder Content Sheets,Contents; Leroy,Leroy,Jefferson,Little Pipestone,46.233056,-111.944167,06N,03W,34,,,Image;StillImage,image/jpeg,eng,S.E. Of Tacoma Mine,,,,,
leslie lake001,Leslie Lake.jpg,Leslie Lake Folder Contents,Leslie Lake,,Lode,,,Folder Content Sheets,Contents; Leslie Lake,Leslie Lake,Jefferson,Elkhorn,46.287778,-111.878611,06N,02W,8,,,Image;StillImage,image/jpeg,eng,A/K/A Edna-Leslie Mine; A/K/A Copper Bell,,,,,
lewis001,Lewis.jpg,Lewis Folder Contents,Lewis,,Lode,,,Folder Content Sheets,Contents; Lewis,Lewis,Jefferson,Boulder,46.258611,-112.129167,06N,04W,20,,,Image;StillImage,image/jpeg,eng,1/2 Mi. N. Of Boulder Station Of G.N. R.R,,,,,
lilly001,Lilly.jpg,Lilly Folder Contents,Lilly,4440,Lode,,,Folder Content Sheets,Contents; Lilly,Lilly,Jefferson,Beaver Gulch,46.2873,-112.212,06N,05W,10,,,Image;StillImage,image/jpeg,eng,"Group Includes Oscanto, Gift, Mattie, Buster Lodes",,,,,
lion gulch001,Lion Gulch.jpg,Lion Gulch Folder Contents,Lion Gulch,,Lode,,,Folder Content Sheets,Contents; Lion Gulch,Lion Gulch,Jefferson,Homestake,45.9553,-112.3992,02N,06W,6,,,Image;StillImage,image/jpeg,eng,"Includes Huselton, Gold Flint, Clara, Golden Wreath Lodes",,,,,
little butte lode001,Little Butte Lode.jpg,Little Butte Lode Folder Contents,Little Butte Lode,10419,Lode,,,Folder Content Sheets,Contents; Little Butte Lode,Little Butte Lode,Jefferson,Cataract,46.3305,-112.2537,07N,05W,28,,,Image;StillImage,image/jpeg,eng,,,,,,
little eva001,Little Eva.jpg,Little Eva Folder Contents,Little Eva,5603,Lode,,,Folder Content Sheets,Contents; Little Eva,Little Eva,Jefferson,Unorganized,46.25663,-112.26284,06N,05W,20,,,Image;StillImage,image/jpeg,eng,,,,,,
little giant001,Little Giant.jpg,Little Giant Folder Contents,Little Giant,,Lode,,,Folder Content Sheets,Contents; Little Giant,Little Giant,Jefferson,N/A,,,,,,,,Image;StillImage,image/jpeg,eng,Little Giant,,,,,
little goldie001,Little Goldie.jpg,Little Goldie Folder Contents,Little Goldie,,Lode,,,Folder Content Sheets,Contents; Little Goldie,Little Goldie,Jefferson,Elkhorn,,,,,,,,Image;StillImage,image/jpeg,eng,Little Goldie,,,,,
little joe001,Little Joe.jpg,Little Joe Folder Contents,Little Joe,,Lode,,,Folder Content Sheets,Contents; Little Joe,Little Joe,Jefferson,Clancy,46.431944,-112.0725,07N,04W,27,,,Image;StillImage,image/jpeg,eng,"Groups Includes Clancy Creek, Kaki, Lojemajo, Mary Lou, Joan Alyce, A.C.V., E.R.V., Anne Lodes",,,,,
little nell001,Little Nell.jpg,Little Nell Folder Contents,Little Nell,4507,Lode,,,Folder Content Sheets,Contents; Little Nell,Little Nell,Jefferson,Clancy,46.48,-112.026,08N,03W,6,,,Image;StillImage,image/jpeg,eng,In Lump Gulch Across From Liverpool Mine,,,,,
liverpool001,Liverpool.jpg,Liverpool Folder Contents,Liverpool,1379,Lode,,,Folder Content Sheets,Contents; Liverpool,Liverpool,Jefferson,Clancy,46.48833,-111.991,09N,03W,33,,,Image;StillImage,image/jpeg,eng,Group Includes Washington,,,,,
lizzie osborne001,Lizzie Osborne.jpg,Lizzie Osborne Folder Contents,Lizzie Osborne,9120,Lode,,,Folder Content Sheets,Contents; Lizzie Osborne,Lizzie Osborne,Jefferson,Basin,46.35,-112.2019,07N,05W,23,,,Image;StillImage,image/jpeg,eng,!.75 Mi. E Of Eva May Mine,,,,,
loeber001,Loeber.jpg,Loeber Folder Contents,Loeber,,Lode,,,Folder Content Sheets,Contents; Loeber,Loeber,Jefferson,Clancy,46.44971,-112.212,08N,05W,15,,,Image;StillImage,image/jpeg,eng,~5 Km S.E. Of Rimini,,,,,
lone eagle001,Lone Eagle.jpg,Lone Eagle Folder Contents,Lone Eagle,,Lode,,,Folder Content Sheets,Contents; Lone Eagle,Lone Eagle,Jefferson,Clancy,46.407778,-112.157778,08N,04W,31,,,Image;StillImage,image/jpeg,eng,10 Mi. Sw Of Clancy,,,,,
lone star001,Lone Star.jpg,Lone Star Folder Contents,Lone Star,1629,Lode,,,Folder Content Sheets,Contents; Lone Star,Lone Star,Jefferson,Basin,46.27899,-112.26652,06N,05W,17,,,Image;StillImage,image/jpeg,eng,"Adjoins Sunshine #1, #2, Gary, Sunshine Placer",,,,,
lost gold001,Lost Gold.jpg,Lost Gold Folder Contents,Lost Gold,,Lode,,,Folder Content Sheets,Contents; Lost Gold,Lost Gold,Jefferson,Basin,46.3594,-112.3578,07N,06W,16,,,Image;StillImage,image/jpeg,eng,Lost Gold,,,,,
lotta mine001,Lotta Mine.jpg,Lotta Mine Folder Contents,Lotta Mine,2155,Lode,,,Folder Content Sheets,Contents; Lotta Mine,Lotta Mine,Jefferson,Basin,46.2791,-112.28168,06N,05W,18,,,Image;StillImage,image/jpeg,eng,1 Mi. W. Of Basin,,,,,
louise001,Louise.jpg,Louise Folder Contents,Louise,,Placer,,,Folder Content Sheets,Contents; Louise,Louise,Jefferson,Elkhorn,46.2908,-111.9344,06N,03W,2,,,Image;StillImage,image/jpeg,eng,A/K/A Freeburg Mine; Includes C&D (A/K/A Boulder-Belle) Lodes,,,,,
louise001,Louise.jpg,Louise Folder Contents,Louise,,Placer,,,Folder Content Sheets,Contents; Louise,Louise,Jefferson,Basin,46.311667,-112.265833,07N,05W,31,,,Image;StillImage,image/jpeg,eng,A/K/A Freeburg Mine; Includes C&D (A/K/A Boulder-Belle) Lodes,,,,,
louise extension001,Louise Extension.jpg,Louise Extension Folder Contents,Louise Extension,10513,Placer,,,Folder Content Sheets,Contents; Louise Extension,Louise Extension,Jefferson,Basin,46.2585,-112.2537,06N,05W,20,,,Image;StillImage,image/jpeg,eng,Adjoins Louise Placer (M.S. 4310),,,,,
louise placer001,Louise Placer.jpg,Louise Placer Folder Contents,Louise Placer,4310,Placer,,,Folder Content Sheets,Contents; Louise Placer,Louise Placer,Jefferson,Basin,46.2729,-112.2537,06N,05W,17,,,Image;StillImage,image/jpeg,eng,,,,,,
louisiana001,Louisiana.jpg,Louisiana Folder Contents,Louisiana,4388,Lode,,,Folder Content Sheets,Contents; Louisiana,Louisiana,Jefferson,Cataract,46.26906,-112.29209,06N,06W,13,,,Image;StillImage,image/jpeg,eng,,,,,,
lucky boy001,Lucky Boy.jpg,Lucky Boy Folder Contents,Lucky Boy,,Lode,,,Folder Content Sheets,Contents; Lucky Boy,Lucky Boy,Jefferson,Pipestone,45.9553,-112.2533,02N,05W,5,,,Image;StillImage,image/jpeg,eng,Pipestone Project,,,,,
lucky heat001,Lucky Heat.jpg,Lucky Heat Folder Contents,Lucky Heat,10800,Lode,,,Folder Content Sheets,Contents; Lucky Heat,Lucky Heat,Jefferson,Cardwell,45.9115,-112.024,02N,03W,19,,,Image;StillImage,image/jpeg,eng,,,,,,
lucky hit001,Lucky Hit.jpg,Lucky Hit Folder Contents,Lucky Hit,,Lode,,,Folder Content Sheets,Contents; Lucky Hit,Lucky Hit,Jefferson,Whitehall,45.90861,-112.027,02N,03W,19,,,Image;StillImage,image/jpeg,eng,A/K/A High Peak Mine,,,,,
lucky karen001,Lucky Karen.jpg,Lucky Karen Folder Contents,Lucky Karen,,Placer,,,Folder Content Sheets,Contents; Lucky Karen,Lucky Karen,Jefferson,Homestake,46.014444,-112.446111,03N,07W,16,,,Image;StillImage,image/jpeg,eng,Lucky Karen,,,,,
lucky luke001,Lucky Luke.jpg,Lucky Luke Folder Contents,Lucky Luke,,Lode,,,Folder Content Sheets,Contents; Lucky Luke,Lucky Luke,Jefferson,Wickes-Corbin,46.365,-112.048333,07N,04W,2,,,Image;StillImage,image/jpeg,eng,Lucky Luke,,,,,
